RatingID,UserID,MovieID,Rating,Timestamp,Title,Year,Genres,Language,Country,TotalViews
1665,SF_5685,3709,3.2,2024-10-06 04:32:50,Sleepwalkers,1992,Horror,Spanish,India,77627
1667,SF_4438,3690,5.0,2024-11-17 04:32:50,Porky's Revenge,1985,Comedy,English,Usa,45769
1669,SF_1775,2891,2.9,2023-12-20 04:32:50,"Happy, Texas",1999,Comedy,German,Canada,77018
1670,SF_3025,1816,2.6,2024-06-25 04:32:50,Two Girls and a Guy,1997,Comedy| Drama,French,Usa,9349
1674,SF_4678,1245,2.1,2024-11-24 04:32:50,Miller's Crossing,1990,Drama,German,Uk,10496
1675,SF_2957,457,3.7,2023-12-28 04:32:50,"Fugitive, The",1993,Action| Thriller,French,Usa,57854
1676,SF_3606,725,2.9,2024-10-22 04:32:50,"Great White Hype, The",1996,Comedy,Spanish,Canada,56764
1677,SF_4938,804,4.4,2024-02-03 04:32:50,She's the One,1996,Comedy| Romance,English,France,72636
1680,SF_4464,620,1.9,2024-08-14 04:32:50,Scream of Stone (Schrei aus Stein),1991,Drama,Italian,India,46587
1682,SF_469,1862,4.3,2024-01-24 04:32:50,Species II,1998,Horror| Sci-Fi,Spanish,Uk,52969
1683,SF_1214,1981,1.1,2024-04-26 04:32:50,Friday the 13th Part VIII: Jason Takes Manhattan,1989,Horror,English,Canada,8271
1688,SF_1042,1726,2.4,2024-03-04 04:32:50,"Postman, The",1997,Drama,Spanish,Usa,84733
1689,SF_2247,2123,3.0,2024-10-09 04:32:50,All Dogs Go to Heaven,1989,Animation| Children's,Italian,India,12882
1690,SF_5618,519,4.8,2024-10-10 04:32:50,Robocop 3,1993,Sci-Fi| Thriller,English,Usa,14829
1693,SF_2014,3526,3.7,2024-09-23 04:32:50,Parenthood,1989,Comedy| Drama,French,France,28570
1695,SF_2662,2407,2.3,2024-01-01 04:32:50,Cocoon,1985,Comedy| Sci-Fi,French,Italy,34123
1696,SF_1129,983,1.3,2024-12-06 04:32:50,Madagascar Skin,1995,Romance,English,Uk,22918
1697,SF_860,2742,3.7,2024-08-12 04:32:50,Ménage (Tenue de soirée),1986,Comedy| Drama,Spanish,India,13659
1699,SF_155,3402,3.4,2024-05-17 04:32:50,Turtle Diary,1985,Drama,Spanish,France,58682
1700,SF_4118,1715,3.4,2024-02-01 04:32:50,Office Killer,1997,Thriller,Spanish,Usa,4731
1701,SF_671,2235,4.2,2024-10-15 04:32:50,One Man's Hero,1999,Drama,Spanish,Italy,50613
1705,SF_1466,2897,1.7,2024-08-12 04:32:50,And the Ship Sails On (E la nave va),1984,Comedy| War,English,India,3476
1706,SF_5216,1699,2.7,2024-04-25 04:32:50,"Butcher Boy, The",1998,Drama,Spanish,Italy,68111
1707,SF_5938,211,3.8,2024-08-11 04:32:50,"Browning Version, The",1994,Drama,German,France,48307
1708,SF_2153,792,3.0,2024-01-02 04:32:50,"Hungarian Fairy Tale, A",1987,Fantasy,Spanish,Italy,48711
1709,SF_5151,2837,1.3,2024-02-19 04:32:50,Bedrooms & Hallways,1998,Comedy| Romance,English,Italy,60613
1710,SF_2099,3265,2.6,2024-01-12 04:32:50,Hard-Boiled (Lashou shentan),1992,Action| Crime,English,Uk,15087
1711,SF_5570,2898,1.5,2024-06-27 04:32:50,"Dark Half, The",1993,Horror| Mystery,French,India,78558
1712,SF_2006,408,2.2,2024-04-02 04:32:50,8 Seconds,1994,Drama,French,India,28007
1713,SF_2195,2467,3.5,2024-05-31 04:32:50,"Name of the Rose, The",1986,Mystery,Spanish,Canada,60015
1715,SF_2570,626,1.3,2024-11-15 04:32:50,"Thin Line Between Love and Hate, A",1996,Comedy,German,Canada,92621
1718,SF_4027,1482,2.7,2024-08-07 04:32:50,"Van, The",1996,Comedy| Drama,English,Italy,24166
1719,SF_5242,519,4.1,2024-10-23 04:32:50,Robocop 3,1993,Sci-Fi| Thriller,English,Usa,14829
1720,SF_2088,2118,1.7,2024-07-23 04:32:50,"Dead Zone, The",1983,Horror| Thriller,English,Usa,22368
1722,SF_1483,3860,5.0,2024-01-03 04:32:50,"Opportunists, The",1999,Crime,English,Canada,73078
1723,SF_89,1901,3.8,2024-04-05 04:32:50,Dear Jesse,1997,Documentary,French,France,24759
1724,SF_4716,3745,2.0,2024-03-21 04:32:50,Titan A.E.,2000,Adventure| Animation| Sci-Fi,Italian,Italy,26917
1725,SF_2984,149,4.7,2024-03-30 04:32:50,Amateur,1994,Crime| Drama,French,Usa,8796
1726,SF_284,2546,4.0,2024-04-17 04:32:50,"Deep End of the Ocean, The",1999,Drama,English,Uk,22774
1728,SF_384,859,1.6,2024-02-04 04:32:50,"Hippie Revolution, The",1996,Documentary,English,Canada,39094
1729,SF_5097,3826,2.8,2024-01-01 04:32:50,Hollow Man,2000,Horror| Sci-Fi| Thriller,English,Canada,80638
1732,SF_840,119,4.5,2024-01-27 04:32:50,"Steal Big, Steal Little",1995,Comedy,Spanish,Uk,98849
1734,SF_2040,26,4.9,2024-02-18 04:32:50,Othello,1995,Drama,Italian,Italy,33580
1735,SF_3136,2243,2.6,2024-06-27 04:32:50,Broadcast News,1987,Comedy| Drama,English,Italy,99698
1736,SF_2198,2114,3.1,2024-10-25 04:32:50,"Outsiders, The",1983,Drama,Spanish,Usa,54003
1737,SF_5004,1724,4.5,2024-04-29 04:32:50,Full Speed,1996,Drama,Italian,France,28904
1738,SF_4237,1599,4.6,2024-02-16 04:32:50,Steel,1997,Action,French,Canada,17807
1739,SF_3699,2376,4.7,2024-03-03 04:32:50,"View to a Kill, A",1985,Action,Spanish,Usa,92473
1740,SF_1078,3783,2.5,2024-10-22 04:32:50,Croupier,1998,Crime| Drama,German,Usa,69837
1743,SF_1331,1567,2.1,2024-03-11 04:32:50,"Last Time I Committed Suicide, The",1997,Drama,French,Usa,51264
1744,SF_4430,3057,4.0,2024-07-16 04:32:50,Where's Marlowe?,1999,Comedy,Italian,Uk,94447
1746,SF_5509,3573,3.4,2024-05-22 04:32:50,Carnosaur 2,1995,Horror| Sci-Fi,Spanish,Uk,98444
1747,SF_924,2687,3.2,2024-03-29 04:32:50,Tarzan,1999,Animation| Children's,Spanish,India,33431
1750,SF_4809,3917,1.8,2024-08-22 04:32:50,Hellraiser,1987,Horror,English,Italy,77667
1751,SF_3029,266,4.1,2024-03-24 04:32:50,Legends of the Fall,1994,Drama,English,France,86890
1752,SF_579,11,2.1,2024-05-17 04:32:50,"American President, The",1995,Comedy| Drama,French,France,79317
1755,SF_2432,991,1.3,2024-12-12 04:32:50,Michael Collins,1996,Drama,English,India,81343
1757,SF_1260,79,2.6,2024-09-08 04:32:50,"Juror, The",1996,Drama,Italian,Italy,62017
1758,SF_5602,533,4.1,2024-12-06 04:32:50,"Shadow, The",1994,Action,German,Usa,20860
1759,SF_4695,356,1.6,2024-10-30 04:32:50,Forrest Gump,1994,Comedy| Romance| War,English,France,65238
1760,SF_5262,267,4.4,2024-04-02 04:32:50,Major Payne,1994,Comedy,French,Uk,28606
1762,SF_3798,2086,4.1,2024-08-06 04:32:50,One Magic Christmas,1985,Drama,French,India,67905
1763,SF_6024,369,4.0,2024-09-28 04:32:50,Mrs. Parker and the Vicious Circle,1994,Drama,Spanish,Italy,59692
1764,SF_768,856,2.7,2024-08-06 04:32:50,Mille bolle blu,1993,Comedy,German,Uk,83113
1767,SF_1937,1769,4.4,2024-04-01 04:32:50,"Replacement Killers, The",1998,Action| Thriller,Spanish,Uk,68559
1768,SF_5307,579,2.4,2024-08-28 04:32:50,"Scorta, La",1993,Thriller,Italian,France,3047
1769,SF_3351,3754,3.1,2024-11-06 04:32:50,"Adventures of Rocky and Bullwinkle, The",2000,Animation| Children's| Comedy,French,Uk,95391
1770,SF_1307,1411,1.6,2024-10-15 04:32:50,Hamlet,1996,Drama,French,Canada,82105
1771,SF_554,893,3.6,2024-02-12 04:32:50,Mother Night,1996,Drama,French,Canada,40046
1772,SF_3411,887,4.1,2024-01-23 04:32:50,Talk of Angels,1998,Drama,German,Usa,9981
1773,SF_2826,414,4.6,2024-08-09 04:32:50,"Air Up There, The",1994,Comedy,Spanish,India,80164
1774,SF_170,1812,3.5,2024-05-23 04:32:50,Wide Awake,1998,Children's| Comedy| Drama,Italian,Uk,41136
1776,SF_2840,2552,1.5,2024-12-03 04:32:50,My Boyfriend's Back,1993,Comedy,German,Uk,29319
1777,SF_4597,712,3.7,2024-02-24 04:32:50,Captives,1994,Drama,Spanish,Italy,24180
1778,SF_1427,3418,3.3,2024-06-20 04:32:50,Thelma & Louise,1991,Action| Drama,Spanish,Canada,50830
1779,SF_4261,1590,4.0,2024-01-27 04:32:50,Event Horizon,1997,Action| Mystery| Sci-Fi| Thriller,Italian,India,9572
1780,SF_2704,1189,2.9,2024-01-04 04:32:50,"Thin Blue Line, The",1988,Documentary,Italian,Italy,42337
1781,SF_1939,45,3.1,2024-08-04 04:32:50,To Die For,1995,Comedy| Drama,German,Italy,9861
1782,SF_4383,1115,4.1,2024-02-13 04:32:50,Sleepover,1995,Comedy| Drama,Spanish,Usa,51084
1783,SF_160,2808,2.6,2024-08-10 04:32:50,Universal Soldier,1992,Action| Sci-Fi,Italian,India,44609
1784,SF_399,3709,4.6,2024-07-07 04:32:50,Sleepwalkers,1992,Horror,Spanish,India,77627
1785,SF_819,1186,1.2,2024-01-20 04:32:50,"Sex, Lies, and Videotape",1989,Drama,Italian,Uk,29174
1786,SF_5179,2583,3.0,2024-03-17 04:32:50,Cookie's Fortune,1999,Mystery,Spanish,Italy,99362
1787,SF_3129,1754,2.4,2024-11-10 04:32:50,Fallen,1998,Action| Mystery| Thriller,French,India,25622
1788,SF_4987,688,2.1,2024-10-18 04:32:50,Operation Dumbo Drop,1995,Action| Adventure| Comedy| War,English,Usa,85875
1789,SF_2964,2395,3.4,2024-10-04 04:32:50,Rushmore,1998,Comedy,Spanish,India,91180
1791,SF_4454,1384,3.1,2024-07-02 04:32:50,"Substance of Fire, The",1996,Drama,French,India,48407
1792,SF_5590,1305,1.9,2024-06-06 04:32:50,"Paris, Texas",1984,Drama,Spanish,France,77097
1794,SF_5588,1753,2.6,2024-01-28 04:32:50,Half Baked,1998,Comedy,German,France,90463
1795,SF_348,2165,1.2,2024-10-08 04:32:50,Your Friends and Neighbors,1998,Drama,English,France,10981
1796,SF_1266,1426,1.1,2024-02-06 04:32:50,Zeus and Roxanne,1997,Children's,Spanish,Canada,86042
1797,SF_3368,1224,2.0,2024-02-13 04:32:50,Henry V,1989,Drama,Italian,India,60130
1798,SF_5788,3127,3.2,2024-08-28 04:32:50,Holy Smoke,1999,Drama,Spanish,Canada,52013
1799,SF_4015,449,2.9,2024-07-06 04:32:50,Fear of a Black Hat,1993,Comedy,English,Canada,33385
1800,SF_1189,719,1.2,2024-04-19 04:32:50,Multiplicity,1996,Comedy,Spanish,Canada,43029
1802,SF_4566,767,1.3,2024-05-07 04:32:50,"Grass Harp, The",1995,Drama,English,Uk,33647
1804,SF_5795,3728,1.3,2024-03-08 04:32:50,One False Move,1991,Thriller,French,Usa,47212
1805,SF_3380,3920,3.9,2024-07-20 04:32:50,"Faraway, So Close (In Weiter Ferne, So Nah!)",1993,Drama,Italian,Canada,62148
1807,SF_4644,711,2.7,2024-05-21 04:32:50,Flipper,1996,Adventure| Children's,German,India,81591
1808,SF_4046,372,3.6,2024-03-26 04:32:50,Reality Bites,1994,Comedy| Drama,Spanish,Usa,25266
1809,SF_227,2110,2.4,2024-02-23 04:32:50,Dead Men Don't Wear Plaid,1982,Comedy| Crime| Thriller,German,India,63521
1810,SF_2973,1448,1.2,2024-01-02 04:32:50,Fire on the Mountain,1996,Documentary,Italian,France,19932
1811,SF_4160,1845,3.1,2024-02-13 04:32:50,Zero Effect,1998,Comedy| Thriller,Spanish,India,3427
1812,SF_1545,3281,3.0,2024-01-17 04:32:50,"Brandon Teena Story, The",1998,Documentary,Spanish,India,44150
1813,SF_4761,2894,2.0,2024-03-15 04:32:50,Romance,1999,Drama,Italian,Italy,4117
1815,SF_3842,2617,2.3,2024-06-29 04:32:50,"Mummy, The",1999,Action| Adventure| Horror| Thriller,Spanish,Usa,8955
1816,SF_2004,2556,3.0,2024-06-19 04:32:50,Telling You,1998,Comedy| Drama,Spanish,Uk,21171
1818,SF_2627,7,2.3,2024-02-29 04:32:50,Sabrina,1995,Comedy| Romance,German,France,63623
1819,SF_2769,1518,3.7,2024-10-21 04:32:50,Breakdown,1997,Action| Thriller,Italian,Italy,98819
1821,SF_4154,3711,3.0,2024-10-27 04:32:50,Sarafina!,1992,Drama,French,Uk,35104
1823,SF_616,3393,2.8,2024-06-22 04:32:50,Date with an Angel,1987,Comedy| Fantasy,Italian,India,16449
1825,SF_3977,1819,4.2,2024-07-07 04:32:50,Storefront Hitchcock,1997,Drama,Spanish,Uk,67685
1826,SF_3886,1979,4.7,2024-09-06 04:32:50,Friday the 13th Part VI: Jason Lives,1986,Horror,Italian,Uk,49556
1827,SF_1672,2068,2.3,2024-04-18 04:32:50,Fanny and Alexander,1982,Drama,English,India,94824
1828,SF_1124,1285,4.7,2024-06-02 04:32:50,Heathers,1989,Comedy,Italian,India,95090
1830,SF_4219,3043,4.0,2024-01-19 04:32:50,Meatballs 4,1992,Comedy,Italian,Uk,40570
1835,SF_1882,1707,1.6,2024-05-27 04:32:50,Home Alone 3,1997,Children's| Comedy,Spanish,Canada,54537
1837,SF_3683,3423,4.9,2024-03-20 04:32:50,School Daze,1988,Drama,Spanish,Italy,73855
1838,SF_2216,365,4.9,2024-06-27 04:32:50,Little Buddha,1993,Drama,French,Italy,76112
1839,SF_3070,2063,1.9,2023-12-14 04:32:50,Seventh Heaven (Le Septième ciel),1997,Drama,Italian,France,6696
1840,SF_1142,2,2.5,2024-03-01 04:32:50,Jumanji,1995,Adventure| Children's| Fantasy,Spanish,Uk,1661
1841,SF_5400,1854,3.3,2024-04-15 04:32:50,Kissing a Fool,1998,Comedy| Romance,German,Canada,76053
1842,SF_5249,3770,4.0,2024-07-05 04:32:50,Dreamscape,1984,Adventure| Crime| Sci-Fi| Thriller,French,Usa,21362
1843,SF_5160,1145,2.8,2024-08-25 04:32:50,Snowriders,1996,Documentary,German,Italy,48259
1844,SF_5953,2006,2.0,2024-05-04 04:32:50,"Mask of Zorro, The",1998,Action| Adventure| Romance,Italian,Italy,39910
1848,SF_5189,493,4.3,2024-01-31 04:32:50,Menace II Society,1993,Action| Crime| Drama,Spanish,Usa,55260
1849,SF_974,191,1.8,2024-08-21 04:32:50,"Scarlet Letter, The",1995,Drama,Italian,Canada,13392
1850,SF_840,1332,4.6,2024-02-18 04:32:50,"Believers, The",1987,Horror| Thriller,Italian,Canada,83534
1851,SF_2095,1678,2.9,2024-10-06 04:32:50,"Joy Luck Club, The",1993,Drama,French,Uk,6519
1852,SF_5907,804,3.0,2024-03-07 04:32:50,She's the One,1996,Comedy| Romance,English,France,72636
1855,SF_3855,693,3.2,2024-09-19 04:32:50,Under the Domin Tree (Etz Hadomim Tafus),1994,Drama,French,Usa,76794
1856,SF_988,3255,2.2,2024-08-23 04:32:50,"League of Their Own, A",1992,Comedy| Drama,French,Canada,36034
1857,SF_2305,734,3.7,2024-08-31 04:32:50,Getting Away With Murder,1996,Comedy,Spanish,France,89730
1859,SF_4538,347,3.0,2024-10-08 04:32:50,Bitter Moon,1992,Drama,English,Uk,59986
1860,SF_4852,2339,1.1,2024-01-05 04:32:50,I'll Be Home For Christmas,1998,Comedy| Romance,German,Canada,51548
1861,SF_3896,52,2.5,2024-06-10 04:32:50,Mighty Aphrodite,1995,Comedy,German,Italy,16459
1862,SF_3382,1471,3.2,2024-08-22 04:32:50,Boys Life 2,1997,Drama,Italian,Canada,29398
1863,SF_1336,1769,2.3,2023-12-16 04:32:50,"Replacement Killers, The",1998,Action| Thriller,Spanish,Uk,68559
1864,SF_5444,787,1.2,2024-01-30 04:32:50,"Gate of Heavenly Peace, The",1995,Documentary,Italian,Canada,17114
1865,SF_1143,1054,2.5,2024-08-12 04:32:50,Get on the Bus,1996,Drama,French,Usa,93274
1867,SF_3209,2451,3.4,2024-06-30 04:32:50,"Gate, The",1987,Horror,German,Usa,27416
1870,SF_3337,2441,2.0,2024-05-15 04:32:50,"Hi-Lo Country, The",1998,Drama,English,Uk,28435
1871,SF_5348,336,4.8,2024-10-22 04:32:50,"Walking Dead, The",1995,Drama,French,Canada,25357
1873,SF_4945,656,1.3,2024-12-02 04:32:50,Eddie,1996,Comedy,English,Canada,69400
1875,SF_5097,1729,3.2,2024-01-29 04:32:50,Jackie Brown,1997,Crime| Drama,Italian,India,97838
1876,SF_1709,3442,4.3,2024-12-10 04:32:50,Band of the Hand,1986,Action,Spanish,Canada,91662
1879,SF_1291,3938,3.9,2024-07-23 04:32:50,"Slumber Party Massacre, The",1982,Horror,German,Italy,47579
1880,SF_844,74,3.4,2023-12-25 04:32:50,Bed of Roses,1996,Drama,Spanish,Usa,47208
1881,SF_2178,3067,3.0,2024-05-20 04:32:50,Women on the Verge of a Nervous Breakdown,1988,Comedy| Drama,English,India,93297
1883,SF_4451,1480,2.0,2024-03-05 04:32:50,Smilla's Sense of Snow,1997,Action| Drama,German,France,32770
1885,SF_4154,3527,4.8,2024-07-21 04:32:50,Predator,1987,Action| Sci-Fi| Thriller,Spanish,Usa,39892
1886,SF_3915,286,1.3,2024-04-30 04:32:50,Nemesis 2: Nebula,1995,Action| Sci-Fi| Thriller,Spanish,Uk,22777
1887,SF_2227,478,4.0,2024-06-07 04:32:50,Jimmy Hollywood,1994,Comedy,German,Italy,58833
1888,SF_1124,233,1.8,2023-12-28 04:32:50,Exotica,1994,Drama,German,France,99707
1889,SF_3073,403,2.5,2024-07-22 04:32:50,Two Crimes,1995,Comedy| Crime| Drama,French,India,40386
1890,SF_2631,2273,2.6,2024-10-04 04:32:50,Rush Hour,1998,Action| Thriller,Spanish,Italy,43154
1892,SF_4406,2471,1.4,2023-12-16 04:32:50,Crocodile Dundee II,1988,Adventure| Comedy,French,Canada,1118
1893,SF_5129,2962,2.8,2024-02-11 04:32:50,Fever Pitch,1997,Comedy| Romance,French,Usa,79849
1894,SF_3057,324,2.1,2024-03-17 04:32:50,"Sum of Us, The",1994,Comedy,German,Canada,36898
1895,SF_2358,1040,1.4,2024-01-28 04:32:50,"Secret Agent, The",1996,Drama,Spanish,Usa,7200
1896,SF_705,1442,2.6,2024-05-28 04:32:50,Prefontaine,1997,Drama,French,Uk,97053
1897,SF_5551,3786,1.1,2024-08-15 04:32:50,But I'm a Cheerleader,1999,Comedy,German,Italy,24301
1899,SF_1895,3455,2.6,2024-08-26 04:32:50,Buddy Boy,1999,Drama,Spanish,France,51967
1900,SF_3637,789,2.3,2024-11-21 04:32:50,"I, Worst of All (Yo, la peor de todas)",1990,Drama,French,Italy,28537
1901,SF_4088,2410,3.3,2024-09-13 04:32:50,Rocky III,1982,Action| Drama,Spanish,India,26924
1902,SF_2683,198,2.1,2024-05-31 04:32:50,Strange Days,1995,Action| Crime| Sci-Fi,Spanish,France,79748
1906,SF_4353,2510,3.0,2024-07-18 04:32:50,Just the Ticket,1999,Comedy| Romance,English,Usa,98897
1907,SF_2368,2250,3.2,2024-08-22 04:32:50,Men Don't Leave,1990,Drama,German,Usa,92655
1909,SF_761,480,2.7,2024-01-16 04:32:50,Jurassic Park,1993,Action| Adventure| Sci-Fi,German,India,45506
1910,SF_4408,511,2.0,2024-10-18 04:32:50,"Program, The",1993,Action| Drama,English,France,98733
1911,SF_5183,1183,1.8,2024-03-19 04:32:50,"English Patient, The",1996,Drama,German,Italy,16634
1912,SF_2072,336,4.6,2024-07-06 04:32:50,"Walking Dead, The",1995,Drama,French,Canada,25357
1913,SF_1057,2473,4.8,2024-07-07 04:32:50,Soul Man,1986,Comedy,German,France,54792
1914,SF_4594,3083,2.3,2023-12-27 04:32:50,All About My Mother (Todo Sobre Mi Madre),1999,Comedy| Drama,Spanish,India,39361
1915,SF_159,3880,4.9,2024-10-27 04:32:50,"Ballad of Ramblin' Jack, The",2000,Documentary,English,France,29216
1917,SF_5962,1708,2.6,2024-05-10 04:32:50,Ill Gotten Gains,1997,Drama,Spanish,Canada,19543
1918,SF_4157,1525,3.4,2024-10-13 04:32:50,Warriors of Virtue,1997,Action| Adventure| Children's| Fantasy,Spanish,France,32127
1919,SF_1317,1273,3.2,2024-10-16 04:32:50,Down by Law,1986,Comedy| Drama,Italian,Uk,71438
1920,SF_4105,86,4.6,2024-10-13 04:32:50,White Squall,1996,Adventure| Drama,Italian,France,17692
1921,SF_1830,1147,3.3,2024-01-13 04:32:50,When We Were Kings,1996,Documentary,French,India,25791
1922,SF_4369,1611,3.1,2024-04-25 04:32:50,My Own Private Idaho,1991,Drama,Spanish,Uk,54774
1923,SF_3549,328,1.6,2024-09-01 04:32:50,Tales From the Crypt Presents: Demon Knight,1995,Horror,French,India,54921
1924,SF_3495,3277,4.0,2024-08-05 04:32:50,Beloved/Friend (Amigo/Amado),1999,Drama,Spanish,Usa,3292
1925,SF_5761,497,4.5,2024-08-16 04:32:50,Much Ado About Nothing,1993,Comedy| Romance,Spanish,Canada,58070
1927,SF_2197,3489,1.8,2024-06-11 04:32:50,Hook,1991,Adventure| Fantasy,Italian,Italy,32895
1928,SF_454,400,3.3,2024-02-23 04:32:50,Homage,1995,Drama,Italian,France,50584
1930,SF_3184,1671,3.6,2024-02-06 04:32:50,Deceiver,1997,Crime,German,Canada,54383
1932,SF_5026,235,1.8,2024-07-28 04:32:50,Ed Wood,1994,Comedy| Drama,French,Italy,96646
1933,SF_637,1049,1.4,2024-05-30 04:32:50,"Ghost and the Darkness, The",1996,Action| Adventure,German,Usa,68720
1934,SF_2807,1002,1.9,2024-04-26 04:32:50,Ed's Next Move,1996,Comedy,Italian,Canada,94835
1935,SF_1382,3530,4.1,2023-12-21 04:32:50,Smoking/No Smoking,1993,Comedy,German,India,39301
1936,SF_3438,4,1.7,2024-07-06 04:32:50,Waiting to Exhale,1995,Comedy| Drama,Spanish,India,84783
1937,SF_3542,125,2.1,2024-02-24 04:32:50,Flirting With Disaster,1996,Comedy,Spanish,France,96627
1938,SF_2077,481,4.8,2024-02-09 04:32:50,Kalifornia,1993,Drama,Spanish,Italy,77913
1942,SF_3609,3918,3.2,2024-08-09 04:32:50,Hellbound: Hellraiser II,1988,Horror,English,India,47168
1943,SF_3423,721,4.4,2023-12-28 04:32:50,Halfmoon (Paul Bowles - Halbmond),1995,Drama,German,Italy,56601
1944,SF_4442,2307,3.7,2024-06-05 04:32:50,One Tough Cop,1998,Action| Drama,French,India,23391
1945,SF_298,1192,4.2,2024-10-27 04:32:50,Paris Is Burning,1990,Documentary,Italian,India,17028
1947,SF_2745,3821,1.3,2024-05-26 04:32:50,Nutty Professor II: The Klumps,2000,Comedy,French,Italy,63668
1948,SF_1430,433,3.8,2024-02-20 04:32:50,Clean Slate,1994,Comedy,French,India,40176
1949,SF_5915,2073,1.1,2024-06-24 04:32:50,Fandango,1985,Comedy,French,India,52182
1950,SF_2605,156,2.2,2024-05-05 04:32:50,Blue in the Face,1995,Comedy,Italian,France,14767
1951,SF_875,3521,1.2,2024-09-29 04:32:50,Mystery Train,1989,Comedy| Crime| Drama,German,Canada,51463
1952,SF_3639,2486,1.5,2024-06-30 04:32:50,24-hour Woman,1998,Drama,Italian,Italy,15303
1954,SF_859,3950,3.6,2024-11-25 04:32:50,Tigerland,2000,Drama,German,France,31123
1955,SF_4722,3596,1.0,2024-07-20 04:32:50,Screwed,2000,Comedy,German,Italy,97978
1956,SF_5744,1983,1.4,2024-04-27 04:32:50,Halloween II,1981,Horror,English,Italy,44772
1958,SF_2382,1139,4.1,2024-08-19 04:32:50,Everything Relative,1996,Drama,Italian,France,63357
1959,SF_150,835,3.6,2024-06-28 04:32:50,Foxfire,1996,Drama,Spanish,Italy,7314
1961,SF_5357,3437,1.8,2024-10-22 04:32:50,Cool as Ice,1991,Drama,German,France,3382
1962,SF_3597,311,1.8,2024-07-13 04:32:50,Relative Fear,1994,Horror| Thriller,German,Uk,83795
1963,SF_4848,214,2.9,2024-09-05 04:32:50,Before the Rain (Pred dozhdot),1994,Drama,Spanish,Canada,29659
1964,SF_1286,2383,3.8,2024-08-29 04:32:50,Police Academy 6: City Under Siege,1989,Comedy,Italian,Uk,73764
1966,SF_2401,483,2.2,2024-06-23 04:32:50,King of the Hill,1993,Drama,French,Uk,63250
1967,SF_2538,3148,2.9,2024-09-17 04:32:50,"Cider House Rules, The",1999,Drama,Italian,Italy,88000
1968,SF_3275,3526,2.4,2024-04-02 04:32:50,Parenthood,1989,Comedy| Drama,French,France,28570
1970,SF_2670,335,1.6,2024-08-13 04:32:50,"Underneath, The",1995,Mystery| Thriller,French,France,44792
1972,SF_2879,3946,3.0,2024-11-24 04:32:50,Get Carter,2000,Action| Drama,Italian,Italy,66066
1973,SF_1426,3109,4.5,2024-10-30 04:32:50,"River, The",1984,Drama,English,France,36997
1974,SF_884,339,3.5,2024-11-22 04:32:50,While You Were Sleeping,1995,Comedy| Romance,Spanish,Usa,70377
1975,SF_2438,620,1.5,2024-08-21 04:32:50,Scream of Stone (Schrei aus Stein),1991,Drama,Italian,India,46587
1976,SF_3820,1717,1.1,2023-12-26 04:32:50,Scream 2,1997,Horror| Thriller,Italian,Canada,98928
1977,SF_1980,307,3.2,2024-08-31 04:32:50,Three Colors: Blue,1993,Drama,English,India,27548
1978,SF_64,192,1.3,2024-01-18 04:32:50,"Show, The",1995,Documentary,Italian,Usa,61985
1980,SF_2655,1360,3.3,2024-06-19 04:32:50,Identification of a Woman (Identificazione di una donna),1982,Drama,German,Usa,74810
1981,SF_955,3709,1.5,2024-01-26 04:32:50,Sleepwalkers,1992,Horror,Spanish,India,77627
1982,SF_2837,1053,2.1,2024-12-07 04:32:50,Normal Life,1996,Crime| Drama,French,Canada,56209
1983,SF_4102,509,3.5,2024-01-10 04:32:50,"Piano, The",1993,Drama,Spanish,Canada,46215
1985,SF_5538,1110,4.6,2024-11-15 04:32:50,Bird of Prey,1996,Action,Spanish,Usa,81724
1986,SF_4272,2437,1.5,2024-08-09 04:32:50,Wilde,1997,Drama,French,Italy,27738
1987,SF_5958,3828,3.5,2024-01-17 04:32:50,Better Living,1998,Comedy,English,India,61935
1988,SF_5753,308,4.3,2023-12-16 04:32:50,Three Colors: White,1994,Drama,Italian,France,84468
1989,SF_1705,6,2.5,2024-09-12 04:32:50,Heat,1995,Action| Crime| Thriller,English,Canada,40658
1990,SF_3106,2004,3.8,2024-08-13 04:32:50,Gremlins 2: The New Batch,1990,Comedy| Horror,Italian,Italy,28650
1992,SF_1579,2482,2.4,2024-03-21 04:32:50,Still Crazy,1998,Comedy| Romance,Italian,Italy,20590
1994,SF_1808,719,4.7,2024-11-08 04:32:50,Multiplicity,1996,Comedy,Spanish,Canada,43029
1995,SF_5067,2439,1.6,2024-07-14 04:32:50,Affliction,1997,Drama,German,Italy,66334
1996,SF_1705,1293,2.7,2024-09-12 04:32:50,Gandhi,1982,Drama,Spanish,Canada,79783
1997,SF_1042,501,2.7,2024-08-15 04:32:50,Naked,1993,Drama,French,France,82044
1998,SF_1609,621,3.4,2024-03-16 04:32:50,My Favorite Season,1993,Drama,Italian,France,79401
1999,SF_1763,284,2.3,2024-05-11 04:32:50,New York Cop,1996,Action| Crime,Spanish,Canada,43512
2002,SF_3284,588,1.3,2024-09-13 04:32:50,Aladdin,1992,Animation| Children's| Comedy| Musical,French,Uk,13348
2004,SF_4884,629,4.8,2023-12-29 04:32:50,Rude,1995,Drama,German,Canada,13042
2006,SF_2858,1653,2.4,2024-04-10 04:32:50,Gattaca,1997,Drama,Spanish,Canada,43624
2007,SF_3833,139,1.6,2024-11-29 04:32:50,Target,1995,Action| Drama,English,France,97467
